iter	MultiClass
0	0.8815737271
1	0.7467128878
2	0.6519925729
3	0.5731674971
4	0.508683014
5	0.4570647392
6	0.4084650014
7	0.3732243152
8	0.3440505791
9	0.3176087057
10	0.2942321406
11	0.2723876829
12	0.2554013883
13	0.2415252234
14	0.2274859385
15	0.2178047432
16	0.2096246837
17	0.2002913398
18	0.1923667393
19	0.1845984285
20	0.1786489275
21	0.1731680217
22	0.1666292364
23	0.161861536
24	0.1581350761
25	0.1535913465
26	0.1495466635
27	0.1463017197
28	0.1431710882
29	0.1408973407
30	0.1380838148
31	0.1361428487
32	0.1336091196
33	0.1302948842
34	0.1275218354
35	0.12460281
36	0.1223456594
37	0.1205861221
38	0.1184588624
39	0.1160958944
40	0.1144619279
41	0.1126371855
42	0.1111227646
43	0.1090072885
44	0.107562804
45	0.1062891738
46	0.1052015267
47	0.1039726217
48	0.1027484723
49	0.1015228435
50	0.1001566815
51	0.09865251908
52	0.09697153384
53	0.09568146555
54	0.09477772474
55	0.09345734779
56	0.0924411466
57	0.09126750782
58	0.08999695982
59	0.08922311238
60	0.08782038612
61	0.08656362731
62	0.08589887599
63	0.08487431797
64	0.08373970448
65	0.08299290383
66	0.08215019778
67	0.08103981653
68	0.08006551317
69	0.07903190519
70	0.07837806173
71	0.07794264141
72	0.07738801466
73	0.07606430275
74	0.07532794127
75	0.07473626682
76	0.07366934838
77	0.07297649088
78	0.07234380102
79	0.07166540008
80	0.07101438454
81	0.07046676893
82	0.06983545788
83	0.06923393912
84	0.06860602596
85	0.06813910898
86	0.06740662686
87	0.06690293655
88	0.06657150508
89	0.06618983673
90	0.06515713664
91	0.06453310608
92	0.06393710649
93	0.06350931982
94	0.0630152467
95	0.06262944445
96	0.06237739817
97	0.06166905878
98	0.06102253374
99	0.06070546296
100	0.0602607393
101	0.05983697923
102	0.05951568331
103	0.05896556928
104	0.058577925
105	0.05821285243
106	0.05750823136
107	0.05715149004
108	0.05666792225
109	0.05643859853
110	0.05599430234
111	0.05576709178
112	0.05541053193
113	0.05493503064
114	0.05466727872
115	0.05422031948
116	0.05396959532
117	0.05371673718
118	0.05344657534
119	0.05284076538
120	0.05250408763
121	0.05228126561
122	0.05179161052
123	0.05148736097
124	0.05122359224
125	0.05101923268
126	0.05070629475
127	0.05040563795
128	0.05010935936
129	0.04971112436
130	0.04930695794
131	0.04879324787
132	0.04850954615
133	0.04831162572
134	0.04804795813
135	0.04779245996
136	0.04728088061
137	0.04692607882
138	0.04664021779
139	0.04643347764
140	0.0461688359
141	0.04584772577
142	0.0455227247
143	0.04520689214
144	0.04497202374
145	0.04467750454
146	0.04435090181
147	0.04410209275
148	0.04381060257
149	0.0435677844
150	0.04333479901
151	0.04320369211
152	0.04284678631
153	0.04274594401
154	0.04248797066
155	0.0422775319
156	0.0421481798
157	0.04194284094
158	0.04174329432
159	0.04151475525
160	0.04135019869
161	0.04112622823
162	0.04090930376
163	0.04066994299
164	0.04043171029
165	0.04005182095
166	0.03997671518
167	0.03979008499
168	0.03960414488
169	0.03947061872
170	0.03923403477
171	0.03895038081
172	0.03879599322
173	0.03864227182
174	0.03849733359
175	0.03817160072
176	0.03790855356
177	0.0378202593
178	0.0375910195
179	0.03737259699
180	0.03726055602
181	0.03710711745
182	0.03688172291
183	0.03675507158
184	0.03661308118
185	0.03642471724
186	0.0361961926
187	0.03608303515
188	0.03583855203
189	0.03565956443
190	0.03553340543
191	0.03536855067
192	0.03520993348
193	0.03507212497
194	0.03498875048
195	0.03483308849
196	0.03474677554
197	0.03458008464
198	0.03445379094
199	0.03428347959
200	0.03416448218
201	0.0341073124
202	0.03393646733
203	0.03377848177
204	0.03364478715
205	0.03344678464
206	0.03334310987
207	0.03320001236
208	0.03298312583
209	0.03291459374
210	0.03280087451
211	0.03271240613
212	0.03258224388
213	0.03245815971
214	0.03233221985
215	0.03218001659
216	0.03208330703
217	0.03194401614
218	0.03186164709
219	0.03171439068
220	0.03159349918
221	0.03146506889
222	0.03137669862
223	0.03127989339
224	0.03110670071
225	0.03101965574
226	0.03091392796
227	0.03079607437
228	0.0307292323
229	0.03065710832
230	0.03058813826
231	0.03044537559
232	0.03036148909
233	0.03023070225
234	0.03012773224
235	0.03004517285
236	0.02980557741
237	0.02971021825
238	0.02955918764
239	0.02942871788
240	0.02934571225
241	0.02923932726
242	0.0291596956
243	0.02903061559
244	0.02885807278
245	0.02877964057
246	0.02869023613
247	0.02859392922
248	0.02840335149
249	0.02831819795
250	0.02816943906
251	0.02810824248
252	0.02799653339
253	0.02792961148
254	0.02778390242
255	0.02766054965
256	0.02757540891
257	0.02744303217
258	0.02734643522
259	0.02721019977
260	0.02713007183
261	0.02706259981
262	0.02695576668
263	0.02687915099
264	0.02681840783
265	0.02670842697
266	0.02665887675
267	0.02656794019
268	0.02648498706
269	0.0263786532
270	0.02625954158
271	0.02618511022
272	0.0260283222
273	0.02595033077
274	0.02571657654
275	0.02562496194
276	0.0254489228
277	0.02528884245
278	0.02522960442
279	0.02517293002
280	0.02507392547
281	0.02489868161
282	0.02482891096
283	0.02478639569
284	0.02471322285
285	0.02459542151
286	0.02451083949
287	0.02439350312
288	0.02433487564
289	0.02424860937
290	0.02414584772
291	0.02409692361
292	0.02401333509
293	0.02396732311
294	0.02387091393
295	0.02379112716
296	0.02367242971
297	0.02350167791
298	0.02340865649
299	0.02333414431
300	0.0231885815
301	0.02312729699
302	0.02301322989
303	0.02295709272
304	0.02285265075
305	0.02278492354
306	0.02271055566
307	0.0226486822
308	0.02257066999
309	0.02250302822
310	0.02244744595
311	0.02238854396
312	0.02232571724
313	0.02224938833
314	0.02218058306
315	0.02206457702
316	0.02199470091
317	0.0219077456
318	0.02177620593
319	0.02166117837
320	0.0215700286
321	0.02150003554
322	0.02143562684
323	0.02136225318
324	0.02130257295
325	0.02120952211
326	0.02112360613
327	0.021043942
328	0.02097380907
329	0.02090033465
330	0.02083671686
331	0.02078898153
332	0.02071736515
333	0.0206461972
334	0.02060543063
335	0.02052576525
336	0.02049356203
337	0.02044102006
338	0.02038624015
339	0.02032713836
340	0.02027902812
341	0.02020411633
342	0.02006654609
343	0.02003508877
344	0.01998625325
345	0.01989950178
346	0.01985131555
347	0.01980068948
348	0.01971307014
349	0.01963501848
350	0.01954866603
351	0.01945978248
352	0.01940484264
353	0.01932476753
354	0.0192566689
355	0.01919802854
356	0.01912732683
357	0.01907095843
358	0.01902259446
359	0.01896447962
360	0.01888527088
361	0.01885268274
362	0.01880612563
363	0.01876806033
364	0.01872802963
365	0.01869432378
366	0.01862528605
367	0.01859556099
368	0.01853593263
369	0.018489617
370	0.01844472632
371	0.01841577154
372	0.01836740668
373	0.01832032963
374	0.01827075779
375	0.01820529934
376	0.01810805322
377	0.0180218123
378	0.01798094408
379	0.01795005926
380	0.01788506546
381	0.01783684622
382	0.01778872814
383	0.01776138171
384	0.01771435623
385	0.01763877108
386	0.01760280008
387	0.01756740206
388	0.01754842074
389	0.01748632601
390	0.01743543228
391	0.01740769287
392	0.01734685396
393	0.01728693507
394	0.01726490381
395	0.01723344793
396	0.0172069012
397	0.01715924688
398	0.01710205021
399	0.0170448237
400	0.01697602718
401	0.01694133153
402	0.01689890463
403	0.01682161712
404	0.01677542852
405	0.01673520323
406	0.01671123548
407	0.01667176235
408	0.0166355366
409	0.01652034917
410	0.01648610857
411	0.01645906682
412	0.01643321836
413	0.0164000388
414	0.01637822483
415	0.01632398917
416	0.01630844769
417	0.01627169207
418	0.0162474303
419	0.01619287686
420	0.01615959689
421	0.0161142008
422	0.01606863265
423	0.01603560028
424	0.01597735716
425	0.01593832769
426	0.01591790063
427	0.01588158392
428	0.01582567158
429	0.01579839426
430	0.01575404957
431	0.01571984489
432	0.01569856105
433	0.01566031933
434	0.01563242878
435	0.01560812005
436	0.01557957795
437	0.01553830542
438	0.01551778053
439	0.01549360182
440	0.01543398996
441	0.01539635205
442	0.01535183553
443	0.01533449619
444	0.0152734928
445	0.01522355352
446	0.01519401767
447	0.01514878974
448	0.01511605667
449	0.015082098
450	0.01503226148
451	0.01500479911
452	0.01494033904
453	0.01491377655
454	0.01486114346
455	0.01480036503
456	0.01475697243
457	0.01471219563
458	0.01467752809
459	0.01463549172
460	0.01461468198
461	0.01456831004
462	0.01454587408
463	0.01451973707
464	0.01449913598
465	0.01446776322
466	0.01443770323
467	0.01441617293
468	0.01440303171
469	0.01438368389
470	0.01435952243
471	0.0143238774
472	0.01430157212
473	0.01426986549
474	0.01423190776
475	0.01418321717
476	0.01413293232
477	0.01410405106
478	0.01405627672
479	0.01401110271
480	0.01398009377
481	0.01395107742
482	0.01392638669
483	0.01389606011
484	0.01387301429
485	0.01383887284
486	0.01382113823
487	0.01377977192
488	0.0137427217
489	0.01372351906
490	0.01369007994
491	0.01363269746
492	0.01357714828
493	0.01354139143
494	0.01352186895
495	0.01350605223
496	0.01345553194
497	0.01343633131
498	0.01340905561
499	0.01336837276
